learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),Change detected
9000.0,0.283431,1.5672286103169121E-9,9000.0,83.78888888888889,67.56772297110186,67.53449043168669,66.63617653784588,83.78400255703954,83.78572736985814,83.78227781523344,42.0,3320.0,2.0
9100.0,0.28587,1.5807162473599114E-9,9100.0,83.73626373626374,67.46054591191822,67.42240810037421,66.5082597872822,83.73066756906181,83.73382321948432,83.72751215648235,142.0,3320.0,0.0
9200.0,0.288278,1.5940324548217982E-9,9200.0,83.81521739130436,67.62100263989946,67.5881584675664,66.75597231524894,83.81100097894702,83.81417784505106,83.80782435366369,242.0,3320.0,0.0
9300.0,0.290561,1.6066574139727483E-9,9300.0,83.87096774193549,67.73259961351287,67.72805507745268,66.87279151943464,83.86675118340149,83.86975944705561,83.86374313554208,342.0,3320.0,0.0
9400.0,0.292856,1.6193487329615483E-9,9400.0,84.0,67.99187552947458,68.02721088435374,67.18306785948069,83.99645824002788,83.99950022821673,83.99341647215834,442.0,3320.0,0.0
9500.0,0.295139,1.6319736921124983E-9,9500.0,84.11578947368422,68.22439642866644,68.23157894736842,67.45038826574633,84.11267092674221,84.11541202667668,84.1099300054524,542.0,3320.0,0.0
9600.0,0.297498,1.645018930236498E-9,9600.0,84.16666666666667,68.3270881059577,68.35311263793463,67.56987411990613,84.16378437176593,84.16559973267425,84.16196908916665,642.0,3320.0,0.0
9700.0,0.300122,1.6595296147796838E-9,9700.0,84.16494845360825,68.32265714123886,68.34947455182362,67.54015215553677,84.16161917648449,84.16376913827355,84.1594693245341,71.0,3320.0,1.0
9800.0,0.302435,1.6723204735252588E-9,9800.0,84.21428571428572,68.42046412915003,68.45432300163134,67.629211132036,84.21067758417838,84.21351033533854,84.20784502358646,171.0,3320.0,0.0
9900.0,0.305004,1.6865270088116323E-9,9900.0,84.26262626262626,68.51603830264945,68.54431657581264,67.70984455958549,84.25864873733242,84.26225729156744,84.2550404921588,271.0,3320.0,0.0
10000.0,0.307343,1.699461647205882E-9,10000.0,84.34,68.6716879722528,68.6737347469494,67.90325886452142,84.33654761514072,84.34019673072632,84.33289881531127,371.0,3320.0,0.0
10100.0,0.309852,1.713336383303006E-9,10100.0,84.46534653465346,68.92232363567217,68.95528294420261,68.16152597402598,84.46189805083215,84.46566745510084,84.45812898297882,471.0,3320.0,0.0
10200.0,0.312149,1.726038762264781E-9,10200.0,84.54901960784314,69.0906713634161,69.10409723583611,68.37881219903691,84.5462951518166,84.55038461538462,84.54220608382109,571.0,3320.0,0.0
10300.0,0.31456,1.7393715596861305E-9,10300.0,84.64077669902913,69.27447398663521,69.34108527131782,68.56745479833103,84.63799224203994,84.64154556705591,84.63443921535473,671.0,3320.0,0.0
10400.0,0.316955,1.75261587732368E-9,10400.0,84.70192307692308,69.39845919621946,69.51523280321902,68.74263261296662,84.69976942761257,84.70239366842657,84.69714534940147,771.0,3320.0,0.0
10500.0,0.319303,1.7656002855963173E-9,10500.0,84.73333333333333,69.46058371354513,69.59984828370948,68.78286270691335,84.73082195332621,84.73358156954968,84.72806251684808,871.0,3320.0,0.0
10600.0,0.321955,1.7802658097611529E-9,10600.0,84.73584905660377,69.46532920483486,69.6150234741784,68.78255836388192,84.73322128477069,84.73611543832061,84.73032732891308,79.0,3320.0,1.0
10700.0,0.324797,1.7959820313586125E-9,10700.0,84.56074766355141,69.11502105428686,69.31649331352155,68.44919786096257,84.55847689598548,84.56234163390126,84.55461251131246,49.0,3320.0,2.0
10800.0,0.327149,1.8089885595771998E-9,10800.0,84.62962962962963,69.25241697303629,69.45722171113157,68.57845920878289,84.62715895393912,84.63110258461317,84.62321569077767,149.0,3320.0,0.0
10900.0,0.329423,1.8215637488497626E-9,10900.0,84.63302752293578,69.25927402620721,69.47886297376093,68.59178698668667,84.63061745357537,84.6346101487541,84.62662513509507,249.0,3320.0,0.0
11000.0,0.331863,1.8350569158792492E-9,11000.0,84.70909090909092,69.41219975450406,69.63898916967509,68.78247958426132,84.70721100276873,84.71125077200105,84.70317161882068,349.0,3320.0,0.0
11100.0,0.334242,1.848212753732999E-9,11100.0,84.7927927927928,69.58061320956124,69.78159684926604,68.98769061179496,84.79130319214325,84.79481448586104,84.78779218921385,449.0,3320.0,0.0
11200.0,0.336537,1.860904072721799E-9,11200.0,84.83928571428572,69.67364339562322,69.89895408615494,69.09355660720787,84.83799747547252,84.84183102503712,84.83416427232756,549.0,3320.0,0.0
11300.0,0.338862,1.8737612913052237E-9,11300.0,84.90265486725663,69.80009895669366,70.01757469244288,69.21688920967158,84.90130947602825,84.90540389449819,84.89721545243196,649.0,3320.0,0.0
11400.0,0.341172,1.886535560091336E-9,11400.0,85.0,69.99416968892724,70.22980501392757,69.39323429389653,84.99832633321095,85.00261911314948,84.9940339868362,749.0,3320.0,0.0
11500.0,0.343599,1.8999568372964856E-9,11500.0,85.0695652173913,70.13406282321175,70.31466113416322,69.56213437333807,85.06820337057094,85.07211766539709,85.06428943593328,849.0,3320.0,0.0
11600.0,0.345984,1.91314585506916E-9,11600.0,85.10344827586206,70.20272989421589,70.36528897273196,69.67356967356967,85.10266972249157,85.10647926952748,85.09886051648722,949.0,3320.0,0.0
11700.0,0.348314,1.9260307235850224E-9,11700.0,85.16239316239316,70.31949678167496,70.47116856608265,69.75082767032583,85.16103319673736,85.1652467502387,85.15682006014684,1049.0,3320.0,0.0
11800.0,0.350578,1.9385506129927102E-9,11800.0,85.23728813559323,70.47083019782114,70.62889900522677,69.96551724137933,85.23668079626185,85.24027504667711,85.23308684894491,1149.0,3320.0,0.0
11900.0,0.352927,1.951540551251835E-9,11900.0,85.32773109243698,70.65289573801864,70.80755726467147,70.2047781569966,85.32769549056692,85.33073952826922,85.32465167003924,1249.0,3320.0,0.0
12000.0,0.355423,1.9653433975246215E-9,12000.0,85.39166666666667,70.7809471106807,70.94796155120981,70.34342750803586,85.39165400102769,85.39452065938258,85.3887875351314,1349.0,3320.0,0.0
12100.0,0.357786,1.9784107555945714E-9,12100.0,85.47107438016529,70.93922700240063,71.10928512736237,70.48354600402955,85.4709240179765,85.474250503552,85.46759779131115,1449.0,3320.0,0.0
12200.0,0.360131,1.9913785739077462E-9,12200.0,85.54918032786885,71.09539173843656,71.2257222131549,70.63624250499669,85.54884305277346,85.55195661791866,85.54572971424929,1549.0,3320.0,0.0
12300.0,0.362774,2.0059943281941945E-9,12300.0,85.54471544715447,71.08633637357764,71.21113989637306,70.61157024793388,85.54399725709825,85.54664216265206,85.54135251508816,71.0,3320.0,1.0
12400.0,0.365105,2.0188847266965444E-9,12400.0,85.61290322580645,71.22274531232003,71.38732959101843,70.74930316445318,85.61211398313998,85.61459721348359,85.60963089684317,171.0,3320.0,0.0
12500.0,0.367427,2.031725355320507E-9,12500.0,85.68,71.35659688873372,71.53307888040713,70.8706265256306,85.67902934780045,85.68162379588233,85.67643505683412,271.0,3320.0,0.0
12600.0,0.370195,2.047032357917892E-9,12600.0,85.5873015873016,71.17090166074233,71.32933375434166,70.68130448821441,85.58639972132578,85.58949361291657,85.58330605340309,42.0,3320.0,2.0
12700.0,0.372823,2.0615651624070276E-9,12700.0,85.5275590551181,71.05180995077818,71.2318046642667,70.58258642765685,85.5269202359367,85.52996575520864,85.52387493354448,69.0,3320.0,1.0
12800.0,0.3754,2.075815937585301E-9,12800.0,85.5,70.99649706227946,71.1622125543816,70.51628276409849,85.49916573154009,85.5021164407615,85.49621522597175,62.0,3320.0,1.0
12900.0,0.378243,2.0915376891692483E-9,12900.0,85.40310077519379,70.80276546697257,70.97718865598026,70.32308904649331,85.40224456734553,85.40505962452977,85.39942969573076,36.0,3320.0,2.0
13000.0,0.380812,2.105744224455622E-9,13000.0,85.33076923076923,70.65914952602058,70.83651934546567,70.21708574105888,85.33014725987539,85.33205029874348,85.3282443058869,57.0,3320.0,1.0
13100.0,0.38325,2.1192263315121336E-9,13100.0,85.3206106870229,70.63944889394872,70.80613329284957,70.22758941012542,85.32017277747204,85.32162638469285,85.31871921978001,157.0,3320.0,0.0
13200.0,0.385816,2.133416276839045E-9,13200.0,85.22727272727273,70.45326278971386,70.61925568781076,70.06907137375288,85.22699534664088,85.22811142797575,85.22587929453633,95.0,3320.0,1.0
13300.0,0.388166,2.146411745084657E-9,13300.0,85.203007518797,70.40460428301947,70.58735615005232,70.00914355379457,85.20261422080196,85.20368416443955,85.20154430403562,195.0,3320.0,0.0
13400.0,0.390822,2.1610993891954427E-9,13400.0,85.21641791044776,70.43146970078324,70.60830860534125,70.03932244404113,85.21602082922554,85.21702701175118,85.21501467046022,43.0,3320.0,1.0
13500.0,0.393611,2.176522521509065E-9,13500.0,85.16296296296296,70.32423249392558,70.51810420959669,69.90685096153845,85.16235744629125,85.16337043050906,85.16134448617126,51.0,3320.0,2.0
13600.0,0.395919,2.1892857303222028E-9,13600.0,85.1985294117647,70.39560677413847,70.59596844872917,70.0,85.19808087685792,85.19909829630488,85.19706348171003,151.0,3320.0,0.0
13700.0,0.398318,2.2025521679057023E-9,13700.0,85.24817518248176,70.49495442056187,70.65485697691304,70.09912708980619,85.2476759209143,85.24851392509201,85.2468379332118,251.0,3320.0,0.0
13800.0,0.400645,2.215420446462102E-9,13800.0,85.2536231884058,70.50570010979781,70.65609228550828,70.10430439253709,85.25308147446403,85.25403487769081,85.252128092561,351.0,3320.0,0.0
13900.0,0.403664,2.2321154756678484E-9,13900.0,85.1726618705036,70.34343146743507,70.49391553328562,69.91240875912409,85.17187631537394,85.17274034328246,85.17101230499534,17.0,3320.0,3.0
14000.0,0.406233,2.246322010954222E-9,14000.0,85.15714285714286,70.3117337351529,70.49133768815676,69.84910040626812,85.15607353853072,85.15721013196821,85.15493697543307,93.0,3320.0,1.0
14100.0,0.408805,2.2605451362000583E-9,14100.0,85.07801418439716,70.15303301300074,70.36202282011551,69.67425771115596,85.07679321630484,85.07821615586116,85.07537032434527,104.0,3320.0,1.0
14200.0,0.41159,2.2759461485677308E-9,14200.0,85.02816901408451,70.05377171779054,70.24492652204339,69.59382151029749,85.02712076112971,85.02833130966836,85.02591024705973,65.0,3320.0,2.0
